hotels,names,titles,star_ratting,location,date,comments,replies
台北凱撒大飯店Caesar Park Taipei,Fontaine E,房間很乾凈，剛剛翻新過,4,菲律賓馬尼拉,,房間很好，很舒適，但是食物和飲料有待改善，服務很差。附近可能有家樂福超市和711便利店，你可以在那裡買吃的。酒店位置非常好，靠近地鐵。更多,"Dear Guest, 
Greeting from CAESAR PARK TAIPEI! 
Thank you for taking time out of your busy schedule to write to...更多"
台北凱撒大飯店Caesar Park Taipei,ChiLuvs2Trvl,非常靠近火車總站,4,加拿大溫哥華,,如果這是你第一次來台北，你想住在靠近火車總站的酒店，這是一個不錯的選擇。我們通過酒店預訂網站預訂，因為它比酒店的網站便宜。這家旅館被評為五星級。我最多只能給它打3.5星級。我們的房間看起來自從酒店開張以來就再也沒有翻新過。不過，它很乾凈，所以沒什麼好抱怨。包括的自助早餐很好。工作人員辦事效率高，但不友好。酒店附近有很多吃飯和購物...更多,"Dear Guest, 
Greeting from CAESAR PARK TAIPEI! 
Thank you for taking time out of your busy schedule to write to...更多"
台北凱撒大飯店Caesar Park Taipei,hemanhemantang,希望繼續進步,4,香港,2018年12月,今次住1419房，對比上次616房好。洗手間有電廁板，台北車站很美。多謝酒店方面配合到我的要求。但電視質素。梳化，浴缸、防滑墊、防水濂，花灑水壓，抽氣扇隔塵網都要大大改善。酒店內外已陳舊，要翻新，但會在住宿價格反映，真是矛盾的…哈哈😄。員工是這酒店的最大財產，恩勤有禮，樂於助人，是客人多再光顧的原因，我和太太也是其中一人，下次...更多,"敬愛的貴賓： 
感謝您蒞臨台北凱撒大飯店。
非常謝謝您在 TripAdvisor 與我們分享您的住宿經驗。關於您對本飯店交通便利之肯定，在此致上最深切的謝意；
有關您所提出的寶貴建議，已提供內部相關部門檢視與評估；本飯店在軟、硬體皆持續不斷改善，期許提供住客更舒適的住宿環境。竭誠地歡迎您再度造訪台北凱撒，期待您下次到訪台北時，能...更多"
台北凱撒大飯店Caesar Park Taipei,Ivy7900,有設計感,5,台灣,2018年9月,"這間飯店比較像商務行的,是我喜歡的設計感，而且床是圓形的我很喜歡！地點又非常棒鄰近台北車站 西門町，要找吃的很方便，價位也不高。更多","親愛的貴賓：
非常謝謝您在 TripAdvisor 與我們分享您的住宿經驗。
很高興知道您喜歡我們的客房環境、人以及便利的交通位置，謝謝您的鼓勵與讚美，謹此致上最深切的謝意，您的寶貴意見將給予我們更多成長進步的空間。台北凱撒大飯店位於台北火車站正對面並與捷運台北車站M6出口連通，不論是商務、旅遊，台北凱撒為旅客到訪台北時的住宿首...更多"
台北凱撒大飯店Caesar Park Taipei,Kia6577,台北凱撒大飯店,5,,,酒店的位置超級贊！，就在台北站，位於城市的中心。客戶服務也很棒，非常禮貌的在酒店入口處迎接客人，提供各種讓人愉悅的服務。酒店的設施也非常好，乾淨，看起來很棒！更多,"Dear Guest, 
Greeting from CAESAR PARK TAIPEI! 
Thank you for taking time out of your busy schedule to write to...更多"
台北凱撒大飯店Caesar Park Taipei,Fontaine E,房間很乾凈，剛剛翻新過,4,菲律賓馬尼拉,,房間很好，很舒適，但是食物和飲料有待改善，服務很差。附近可能有家樂福超市和711便利店，你可以在那裡買吃的。酒店位置非常好，靠近地鐵。更多,"Dear Guest, 
Greeting from CAESAR PARK TAIPEI! 
Thank you for taking time out of your busy schedule to write to...更多"
台北凱撒大飯店Caesar Park Taipei,ChiLuvs2Trvl,非常靠近火車總站,4,加拿大溫哥華,,如果這是你第一次來台北，你想住在靠近火車總站的酒店，這是一個不錯的選擇。我們通過酒店預訂網站預訂，因為它比酒店的網站便宜。這家旅館被評為五星級。我最多只能給它打3.5星級。我們的房間看起來自從酒店開張以來就再也沒有翻新過。不過，它很乾凈，所以沒什麼好抱怨。包括的自助早餐很好。工作人員辦事效率高，但不友好。酒店附近有很多吃飯和購物...更多,"Dear Guest, 
Greeting from CAESAR PARK TAIPEI! 
Thank you for taking time out of your busy schedule to write to...更多"
台北凱撒大飯店Caesar Park Taipei,hemanhemantang,希望繼續進步,4,香港,2018年12月,今次住1419房，對比上次616房好。洗手間有電廁板，台北車站很美。多謝酒店方面配合到我的要求。但電視質素。梳化，浴缸、防滑墊、防水濂，花灑水壓，抽氣扇隔塵網都要大大改善。酒店內外已陳舊，要翻新，但會在住宿價格反映，真是矛盾的…哈哈😄。員工是這酒店的最大財產，恩勤有禮，樂於助人，是客人多再光顧的原因，我和太太也是其中一人，下次...更多,"敬愛的貴賓： 
感謝您蒞臨台北凱撒大飯店。
非常謝謝您在 TripAdvisor 與我們分享您的住宿經驗。關於您對本飯店交通便利之肯定，在此致上最深切的謝意；
有關您所提出的寶貴建議，已提供內部相關部門檢視與評估；本飯店在軟、硬體皆持續不斷改善，期許提供住客更舒適的住宿環境。竭誠地歡迎您再度造訪台北凱撒，期待您下次到訪台北時，能...更多"
台北凱撒大飯店Caesar Park Taipei,Ivy7900,有設計感,5,台灣,2018年9月,"這間飯店比較像商務行的,是我喜歡的設計感，而且床是圓形的我很喜歡！地點又非常棒鄰近台北車站 西門町，要找吃的很方便，價位也不高。更多","親愛的貴賓：
非常謝謝您在 TripAdvisor 與我們分享您的住宿經驗。
很高興知道您喜歡我們的客房環境、人以及便利的交通位置，謝謝您的鼓勵與讚美，謹此致上最深切的謝意，您的寶貴意見將給予我們更多成長進步的空間。台北凱撒大飯店位於台北火車站正對面並與捷運台北車站M6出口連通，不論是商務、旅遊，台北凱撒為旅客到訪台北時的住宿首...更多"
台北凱撒大飯店Caesar Park Taipei,PT0718,CP值超高的Buffet,5,台灣台北,2018年11月,台北車站，就有連通到可以抵達。三樓的Buffet，CP值超高。有日式料理、冷盤沙拉類、也有熱湯、熱食等區域。可惜今年旅展已經不賣餐券了！值得前往品嘗。更多,"敬愛的貴賓：
感謝您選擇入住台北凱撒大飯店。
非常謝謝您在 TripAdvisor 與我們分享您的用餐經驗，關於您對本飯店餐飲整體滿意之肯定，謹此致上最深切的謝意，您的寶貴意見將給予我們更多成長進步的空間。本飯店位於台北火車站正對面並與捷運台北車站M6出口連通，不論是商務、旅遊，台北凱撒為旅客到訪台北時的住宿首選。竭誠地歡迎您再...更多"
台北凱撒大飯店Caesar Park Taipei,Inspire503318,言語行動很不友好， 服務水準差，房間小， 忘記清掃。  建議加強人員培訓。,1,,,"移民二十年， 第一次住酒店被強制國籍必須寫中國。 由於出差原因， 必須寫地址， 但是酒店工作人員說，由於出生地為中國，所以必須寫中國。 但是公司地址和國家不符，為此工作人員強詞奪理， 不改正，我個人很不理解。 

由於走路多腳磨破了向前台詢求幫助， 服務員很不友好。 客房隔天無人打掃， 地上毛巾已經收走， 新的牙刷毛巾都沒有補齊...更多","敬愛的貴賓：
感謝您選擇入住台北凱撒大飯店。
非常謝謝您在 TripAdvisor 與我們分享您的住宿經驗；您的寶貴意見將給予我們更多成長進步的空間。台北凱撒非常重視客人的入住感受，很遺憾此次入住在某些方面未能達到您的期望，造成您入住期間的不便敬請見諒，有關您所提出的寶貴建議，內部相關部門已進行檢視作業，以避免日後類似情事發生。...更多"
台北凱撒大飯店Caesar Park Taipei,MingHuiY11,非常方便！,4,,,這家酒店位於台北市中心，緊鄰台北車站及購物區(包括優衣庫、麥當勞、H&M、百貨商店等)。從酒店B1和凱撒購物中心都可以方便地到達台北車站，車站地下有很多賣便宜包包、衣服和食物的小店。從車站地下可以到百貨商店、購物街等，所以我非常喜歡這家非常便利的酒店!酒店擁屋頂花園，电子休息室，健身房和水療中心，酒店的早餐有西餐和亞洲早餐可以選...更多,"Dear Guest,
Greeting from CAESAR PARK TAIPEI! 
Thank you for taking your time to write to us. Your precious advice...更多"
台北凱撒大飯店Caesar Park Taipei,YoL292,不錯,4,,2018年11月,"優點：房間裝潢高雅、房間乾淨、無怪味、位置方便近北車、周邊生活機能好。
缺點：好像沒啥缺點.....🙂🙂🙂更多","敬愛的貴賓：
感謝您選擇入住台北凱撒大飯店。
非常謝謝您在 TripAdvisor 與我們分享您的住宿經驗，關於您對本飯店整體滿意之肯定，謹此致上最深切的謝意，您的寶貴意見將給予我們更多成長進步的空間。本飯店位於台北火車站正對面並與捷運台北車站M6出口連通，不論是商務、旅遊，台北凱撒為旅客到訪台北時的住宿首選。竭誠地歡迎您再度造...更多"
台北凱撒大飯店Caesar Park Taipei,Hallome,地理位置好,4,Chiang Mai,,我在這家酒店住了幾天。登記入住時，前台告知我已昇級到更好的房間。 房間（應該是902）有一張帶工作燈的辦公桌，挺漂亮的，一張大床和一張小沙發。窗戶打開可以看到酒店另一側的窗戶 - 如果伸長脖子，還可以看到天空。 房間很整潔，但很小。 有地下室可以直接連接到台北車站和地下購物/餐飲商場/理髮店。 在屋頂花園可以看到城市的美景。更多,"Dear Guest,
Greeting from CAESAR PARK TAIPEI! 
Thank you for taking your time to write to us. Your precious advice...更多"
台北凱撒大飯店Caesar Park Taipei,flyingseagul,位置不錯,4,新加坡新加坡,,酒店的位置很好。緊挨着購物中心。房間很大，並且配備了浴缸。然而吹風機並不工作……我愛這沙發，因為當我們把腿放在它上面的時候真的很放鬆。這是在這裏住的第三次……別以為我下次再來的話會換酒店住更多,"Dear Guest,
Greeting from CAESAR PARK TAIPEI! 
Thank you for taking your time to write to us. Your precious advice...更多"
台北凱撒大飯店Caesar Park Taipei,LCandyC,超棒的位置,4,新加坡新加坡,,非常喜歡這個酒店，因為它去火車站很方便，而且周圍有許多吃的。酒店有直通車站的路。房間乾淨舒適。工作人員也很友好樂於助人。再去台北的話肯定還住這家。更多,"Dear Guest,
Greeting from CAESAR PARK TAIPEI! 
Thank you for taking your time to write to us. Your precious advice...更多"
台北凱撒大飯店Caesar Park Taipei,一位來自中國的 TripAdvisor 會員,地理位置優越，但硬件設施是確實顯舊了,5,,,捷運站直接與酒店相連，簡直太方便了，在台北車站腳下能滿足一切出行需求，特別適合自由行！！提前辦理入住手續安排好評！！還有空中花園觀賞夜景！！但硬件確實顯舊了，要更加註重保養。更多,"敬愛的貴賓： 
感謝您蒞臨台北凱撒大飯店。
非常謝謝您在 TripAdvisor 與我們分享您的住宿經驗。關於您對本飯店交通便利之肯定，在此致上最深切的謝意；
有關您所提出的寶貴建議，已提供內部相關部門檢視與評估；本飯店在軟、硬體皆持續不斷改善，期許提供住客更舒適的住宿環境。竭誠地歡迎您再度造訪台北凱撒，期待您下次到訪台北時，能...更多"
台北凱撒大飯店Caesar Park Taipei,Maggie  C,地點極好，設施一般,3,香港,2018年8月,"就在台北捷運車站M6出口，有連接道，下雨也不怕，但要行樓梯。樓層走廊太暗，令人很不舒服，還要在電梯口放張發光椅, 真的有點恐怖。還好房間內燈光很亮，窗也大，只是給床遮住了下面，不明白為何床不放在牆那面。房內空間足夠兩個大箧全開，wifi夠強，浴室很大，浴缸和淋浴是分開的，水力也夠大。只是清潔不夠仔細，剛入去看見之前旅客留下的數條...更多","敬愛的貴賓：
感謝您選擇入住台北凱撒大飯店。
非常謝謝您在 TripAdvisor 與我們分享您的住宿經驗；您的寶貴意見將給予我們更多成長進步的空間。台北凱撒非常重視客人的入住感受，很遺憾此次入住在某些方面未能達到您的期望，造成您入住期間的不便敬請見諒，有關您所提出的寶貴建議，內部相關部門已進行檢視作業，樓層燈光及房間燈光亮度將...更多"
